id,text
149,"В статье  <Contrib>  рассмотрены ПО и операционная БД для  <Task>  учета и хранения клинической и социодемографической информации о больных  </Task>   </Contrib>  .  <Contrib>  Описаны функционал ПО и роли , присутствующие в системе  </Contrib>  . ПО позволяет  <Use>  собирать различную информацию о больных  </Use> ,  <Use>  классифицировать ее  </Use>  ,  <Use>  строить аналитические  отчеты в разных  представлениях информации  </Use>  и  <Use>   проводить математическое  и компьютерное моделирование состояния больного и хода течения его болезни  </Use>  . Кроме этого ,  <Contrib>  рассмотрены архитектура ПО  </Contrib>  ,   <Contrib>  представлены инструменты его разработки   </Contrib>  . ПО было разработано на  <Tool>  языке программирования C #  </Tool> . Выбор этого языка обусловлен его высокой гибкостью , широкой поддержкой и кросс-платформенностью . Для хранения данных использовалась  современная  NoSQL  <Tool>  СУБД MongoDB  </Tool> , позволяющая хранить бесструктурные  данные и  имеющая  высокую скорость доступа к ним .  <Contrib>  Для  инструментов разработки  приведено их описание и рассмотрены их сильные и слабые стороны  </Contrib> ,  <Contrib>  обоснован выбор использования этих инструментов при разработке  ПО  </Contrib>  . Отдельное внимание уделяется безопасности работы ПО .  <Contrib>  Описаны используемые протоколы шифрования данных и подходы ,позволяющие  минимизировать угрозу безопасности данных и предотвратить возможность их фальсификации   </Contrib>  . В работе  <Contrib>  описан принцип работы ПО с использованием электронно-цифровой подписи  </Contrib> , приведены ссылки на нормативную базу >  . На текущий момент разработка такого ПО является крайне актуальной задачей , позволяющей  <Adv>  упростить процесс  лечения  </Adv>  и  <Adv>  ускорить научные исследования  </Adv>  , направленные на борьбу с новыми тяжелыми заболеваниями  ."
150,"В статье рассматриваются вопросы    <Task>  оперативного проведения жеребьевки </Task>   и  <Task>  создания средствами компьютерных технологий турнирных таблиц для спортивных соревнований  </Task>   . Этот процесс , если он проводится вручную и при большом количестве участников соревнования , достаточно трудоемок . Целью жеребьевки является рассеивание игроков по разным группам таким образом , чтобы все группы имели примерно одинаковый суммарный рейтинг и при этом в каждую из них входили игроки из разных регионов . При организации турниров , в которых будут соперничать только по одному участнику от каждого региона , а регионов не очень много , жеребьевка особой проблемы не составляет . Ситуация значительно усложняется , когда от одного региона заявки на участие в турнире поданы несколькими представителями . В этом случае задача становится двухкритериальной . Необходимость учета регионального фактора вытекает из того , что часто в списке участников соревнований находятся игроки , имеющие потенциально общие интересы , которые могут привести к различного рода сговорам неспортивного характера . В статье  <Contrib>  рассмотрены некоторые как традиционные , так и нетрадиционные методы жеребьевки  </Contrib>  ,  <Contrib>  проанализированы их возможности  </Contrib>  . Для автоматизированного формирования оптимальных турнирных таблиц  была использована  <Method>  эвристика змейки  </Method>  . На ее основе  <Contrib>  разработаны алгоритм и программный продукт  </Contrib> , проведены его исследования на достаточно большом количестве тестовых примеров  . По предварительным оценкам компетентных членов судейской коллегии Международной федерации настольного тенниса , разработанный программный продукт в  основном  <Adv>  удовлетворяет  требованиям по  качеству автоматически создаваемых турнирных таблиц  </Adv>  и  <Adv>  позволяет  многократно сократить время их формирования  </Adv> ."
151,"За последние годы при решении множества  трудновычислимых задач стали применяться средства и возможности параллельного программирования . Широко известны  модели программирования в общей и распределенной  памяти , позднее к ним прибавились гибридные модели . Однако все упомянутые средства относятся к достаточно низкоуровневому программированию , когда производится значительная переделка исходного кода . Немалое число математических расчетов выполняется не на алгоритмических языках ( C/C++ , Fortran ) , а в специализированных математических пакетах  <Tool>  MATLAB  </Tool>  ,  <Tool>  Maple  </Tool>  ,  <Tool>  Mathematica  </Tool>   <Tool>  MathCad  </Tool>  . В работе  <Contrib>  рассмотрены средства  параллельного программирования  в современных математических пакетах  </Contrib>  .  <Contrib>  Приведен краткий обзор развития средств параллельного программирования в широко распространенных пакетах  <Tool>  MATLAB  </Tool>  ,  <Tool>  Maple  </Tool>  ,  <Tool>  Mathematica  </Tool>  и  <Tool>  MathCad  </Tool>   </Contrib>  .  <Contrib>  Для  <Tool>  MATLAB  </Tool>  кратко  описываются основные примитивы параллельного программирования  и их соответствия в  <Tool>  среде MPI  </Tool>   </Contrib>  , а также  <Contrib>  приводятся другие  операторы параллельного программирования  </Contrib>  .  <Contrib>  Рассматриваются различные средства обеспечения параллелизма в  <Tool>  пакете Maple  </Tool>  ( работа с нитями , высокоуровневыми  абстракциями Task Programming Model  , параллельное программирование )  </Contrib>  .  <Contrib>  Для  <Tool>  Mathematica  </Tool>   приводятся некоторые базовые конструкции параллельного  программирования , имеющиеся в  <Tool>  языке Mathematica Wolfram Language  </Tool>   </Contrib> . Рассматриваются различные примеры .  <Conc>  В зависимости от того , в каком пакете происходит работа , доступны несколько отличающиеся возможности  </Conc>  , однако  <Conc>  любая задача может быть решена в каждом из рассматриваемых  пакетов  ( за исключением  <Tool>  MathCad  </Tool>  )  </Conc> ."
152,"В статье  <Contrib>  рассматриваются подходы к  <Task>  созданию учебно-тренажерно-моделирующего комплекса нового поколения  </Task>  в НИИ ЦПК имени Ю.А. Гагарина на базе современных технических и программных решений  </Contrib>  .  <Contrib>  Приведены подходы к  <Task>  декомпозиции задач проектирования учебно-тренажерно-моделирующего комплекса нового поколения  </Task>  на основе нескольких  взаимосвязанных этапов решения  определенных  задач  </Contrib>   .  <Contrib>  Дается краткий анализ создания и эксплуатации нескольких поколений тренажерных комплексов для подготовки космонавтов , в том числе с точки зрения использования в них интегрирующих принципов  </Contrib>  .  <Contrib>  Предлагается алгоритм интеграции существующих и эксплуатируемых технических средств подготовки космонавтов в единый тренажерный комплекс  </Contrib>  , при этом  <Contrib>  рассматриваются понятие « шлюз » и современные технологии вычислений  </Contrib>  , в том числе  применение виртуализации и набора специализированных технических и программных средств .  <Contrib>  Приводится перспективная структура учебно-тренажерно-моделирующих комплексов  </Contrib>  , каждый из которых  представляет собой отдельную составную часть , решающую определенный круг задач ,  особое внимание уделяется  « сращиванию » образовательного и тренажерного процессов при подготовке специалистов . В заключение  <Contrib>  приводится состав экспериментального стенда ,  на базе которого  апробировались все предлагаемые решения по  созданию учебно-тренажерно-моделирующего комплекса  </Contrib>  . Описываются полученные результаты , которые отражают принципиально новые решения ,  в том числе применение  централизованных расчетов единой вычислительной системы , применение на рабочих местах тонких клиентов . В процессе работы  <Contrib>  анализируется загрузка ресурсов , сетевых каналов передачи данных и других критических параметров   </Contrib> .  <Adv>  Отмечается высокая оценка  </Adv>  многими экспертами в области информационных технологий результатов проведенных работ для создания экспериментального стенда ."
153,"В работе  <Contrib>  описан предмет тестирования открытого контура автоматизированной системы информационного обеспечения  подготовки космонавтов НИИ ЦПК имени Ю.А  . Гагарина с  учетом создания тестового стенда  <Tool>  платформ виртуализации VMware  </Tool>  и  <Tool>  Citrix  </Tool>  с дальнейшим размещением набора тонких клиентов в рамках разветвленной сетевой структуры  </Contrib>  .  <Contrib>  Кратко описываются структура стенда  и используемые технические решения  </Contrib> ,  в том числе графический сервер , оснащенный  <Tool>  платами  NVIDIA GRID  K2  </Tool>  , тонкие клиенты системы виртуализации двух типов и ПО системы виртуализации  . В качестве объектов тестирования выбирается специализированное ПО двух компонент технических средств подготовки космонавтов :  рабочие места виртуальной Международной космической станции и  рабочие места  обучаемых автономного тренажера «  Телеоператор » , оснащенного ручками управления движением и навигацией . Работа данных средств проверяется в рамках  <Tool>   системVMware  </Tool>  и  <Tool>  Citrix  </Tool>  . Эксперименты должны  подтвердить возможность  развертывания систем виртуализации  тренажеров  и  функционально-моделирующих стендов >  в рамках описываемой автоматизированной системы . В работе  <Contrib>  приводятся основные технические и концептуальные решения , подвергающиеся проверке , а также предложения для   разработки программно-аппаратной инфраструктуры закрытого контура на основе современных технологий  </Contrib>  .  <Contrib>  Четко определены основные требования , которым должны отвечать  массивы серверов  ,  системы хранения , коммутационное оборудование  и конечные устройства  </Contrib>  . Особенностью работы является то , что все тестирование проводится на базе потенциального заказчика , на его сетевой инфраструктуре и существующих рабочих местах . Целью выполнения работы является  <Goal>  определение возможности  создания набора интегрированных решений для консолидации  ПО тренажеров функционально-моделирующих стендов в рамках корпоративного центра обработки данных </Goal>  ."
154,"В статье   <Contrib>  рассматриваются использование возможностей современных технологий виртуализации для решения задач  <Task>  консолидации вычислительных ресурсов предприятия  </Task>   в  пределах корпоративного центра обработки данных  </Contrib>   и  последующее  <Contrib>  создание на основе его  вычислительных  средств единого  учебно-тренажерно-моделирующего  комплекса  </Contrib>  в рамках  <Example>  проекта модернизации космоцентра « Астрон » имени космонавта Г.С  . Шонина  </Example>  .  <Contrib>  Описаны развитие , текущее  состояние технологий и ключевые преимущества перехода от традиционной модели сетевой инфраструктуры к использованию возможностей серверной виртуализации и виртуализации рабочих станций  </Contrib> . Технология виртуализации рабочих станций  <Adv>  предоставляет недоступные ранее  возможности  <Use>  динамического распределения ресурсов вычислительного  </Use>  комплекса  </Adv> , обеспечивает  <Adv>  отказоустойчивость информационной системы  </Adv>  и самое важное для реализации концепции единого интегрированного учебного комплекса —  <Adv>  мобильность пользователей  </Adv>  за  счет  виртуализации  графических адаптеров  < и  прогрессивных  протоколов удаленного  подключения  к виртуальным  рабочим станциям  . В проекте  <Adv>  использованы решения ведущих мировых производителей программного и аппаратного обеспечения  </Adv> ,  отвечающие всем требованиям  к  <Adv>  высокой производительности  </Adv>  и  <Adv>  надежности  </Adv> . В результате получена единая среда , отличающаяся  <Adv>  высокой степенью автоматизации  </Adv>  и  <Adv>  упрощенным администрированием  </Adv>  .  <Contrib>  Описаны состав и назначение основных используемых аппаратных компонентов программно-аппаратного комплекса  </Contrib>  .  <Contrib>  Приведена структурная схема центра обработки данных Центра тренажеростроения  </Contrib>  .  <Contrib>  Рассмотрены задачи , требовавшие решения  при модернизации космоцентра « Астрон » и его компонентов  </Contrib> ,  <Contrib>  описан процесс модернизации  </Contrib>  .  <Contrib>  Приведена структурная схема модернизированного космоцентра  </Contrib>  .  <Contrib>  Описаны типовые решения для организации виртуальной среды и особенности применения технологий виртуализации рабочих станций при модернизации космоцентра  </Contrib>  .  <Contrib>  Описаны опыт реализации проекта  и  его результаты для Центра тренажеростроения  </Contrib>  ."
155,"В статье  <Contrib>  представлены основные технические и программные решения для стенда  <Task>  эргономической отработки пилотируемого транспортного корабля нового поколения  </Task>   </Contrib>  , предназначенного для  <Task>  эргономического проектирования  </Task>   и  <Task>  экспериментальной отработки интерфейсов экипажа с кораблем  </Task>  : варианты дисплейных форматов для информационного обеспечения экипажа  , новая ручка управления ориентацией и движением . Инновационная составляющая стенда заключается в возможности   <Use>  итеративного создания и экспериментальной проверки вариантов информационного обеспечения экипажа  </Use>  , а также  <Use>  отработки эргономических характеристик перспективных органов управления  </Use>  , таких как  ручка управления ориентацией и движением с полноразмерного макета рабочих мест экипажа . Все работы проводятся параллельно с проектированием и созданием пилотируемого корабля нового поколения .  <Contrib>  Приводятся функциональный состав стенда и два основных  режима работы по подготовке экспериментальных данных и по их апробации на программно-технических средствах  </Contrib>  .  <Contrib>  Рассмотрены особенности конструкции стенда  </Contrib> , построенной по модульному принципу  , что  способствует его  <Adv>  легкой сборке и разборке , транспортировке , доработке и модернизации  с учетом появляющихся новых требований по результатам отработки  </Adv> .  <Contrib> Приведены особенности разработки и  применения специализированного  ПО ,  позволяющего  <Use>  выполнять ряд задач по удаленному мониторингу и управлению режимами моделирования с места руководителя   </Use>  ,  используя в том числе  беспроводную голосовую связь  </Contrib> . Все компоненты объединены во взаимосвязанную систему , обмен данными осуществляется посредством локальной вычислительной сети . В макете применены общепромышленные  изделия , доработанные с учетом специфики использования в составе стенда эргономической отработки  ."
156,"В статье  рассматривается проблема  <Task>  подготовки специалистов для обеспечения безопасности жизнедеятельности и осуществления успешной борьбы за живучесть на объектах с  повышенной опасностью  </Task>   .  <Contrib>  Описаны современные тренажерные средства , используемые для подготовки персонала : натурные макеты отраслевых учебных центров , комплексные и специализированные тренажеры  </Contrib>  .  <Contrib>  Рассматриваются способы организации рабочего места обучаемого  на основе реальных  макетов или компьютерной имитации оборудования , а также применение систем виртуальной реальности  в современных  средствах подготовки  </Contrib>  и  <Contrib>  предлагается использование системы виртуальной реальности в подготовке специалистов к борьбе за живучесть  </Contrib>  .  <Contrib>  Приводится описание  автоматизированного процесса обучения операциям по борьбе  за живучесть на  основе  <Tool>  систем виртуальной реальности  </Tool>  и  <Method>  широкого имитационного моделирования  </Method>  процессов возникновения и развития аварий  </Contrib>  .  <Contrib>  Также описываются виртуальная среда , взаимосвязь с имитационной моделью оборудования , способы взаимодействия обучаемого с виртуальной средой при отработке навыков локализации и ликвидации аварийных ситуаций  </Contrib>  ."
157,"В статье отмечается , что  <Conc>  задачи информационной поддержки деятельности экипажей космических кораблей и станций непрерывно расширяются за счет насыщенности бортовых планов ,  увеличения доли  научной деятельности в бортовом расписании  </Conc>  ;  <Conc>  возрастают требования к оперативности и наглядности бортовой документации  </Conc>  ,  <Conc>  большое значение  приобретают мультимедийный иллюстративный материал , дополнительная справочная информация  , звуковое сопровождение  </Conc>  . <Contrib>   Приводятся результаты экспериментальной эксплуатации на борту Международной космической станции прототипа многофункциональной информационной системы  </Contrib>  , в ходе которой были  <Contrib>  определены первоочередные интерактивные объекты и функции , необходимые для обеспечения полноценной  и эффективной работы экипажа  </Contrib> : возможность сенсорного воздействия на модель окружающей среды , изменение вида , позиций и внутренних параметров виртуальных объектов , ввод данных  в интерактивные области документов , установка отметок о выполнении предписанных действий , исполнение предписанных временных интервалов , работа с  системой авторизованных закладок , участие оператора в анкетировании по результатам завершенной рабочей сессии , протоколирование поведения космонавта в информационной среде и передача протоколов на Землю .  <Contrib>  Формулируются проблемы развития бортовых информационных систем и обеспечивающих их наземных комплексов  </Contrib>  .  <Contrib>  Затрагивается тема расширения возможностей интерактивного взаимодействия оператора и информационной среды  </Contrib>  .  <Contrib>  Предлагаются ключевые решения  </Contrib>  ,  <Contrib>  описываются новые средства подготовки документации  </Contrib> .  <Contrib>  Приводятся примеры внедрения в среду активных элементов  </Contrib>  .  <Contrib>  Уделяется внимание ситуационному поведению оператора , работе с виртуальными органами управления , протоколированию результатов и оценке деятельности экипажа  </Contrib> .  <Contrib>  Дается описание специального редактора управляющего слоя электронного документа  </Contrib>  .  <Contrib>  Предлагаются решения для преодоления неопределенности выбора операционной системы и технической платформы персональных планшетов  </Contrib>  ."
158,В статье  <Contrib>  представлены математическая модель сети и методический подход к  <Task>  оценке качества передачи информации  </Task>  в реальном масштабе времени по сети обмена данными с коммутацией пакетов  </Contrib>  .
159,"В статье  <Contrib>  приведено описание нового бортового комплекса для  <Use>  представления членам экипажа Российского  сегмента Международной космической станции электронной бортовой документации  </Use>   </Contrib>  . Отмечается , что  <Conc>  для обеспечения информационных систем пилотируемых космических  кораблей и станций электронной  бортовой документацией на  Земле должна заранее  выполняться разработка документов в специфических , совместимых с бортовым интерфейсом форматах  </Conc>  .  <Contrib>  Выделяется наиболее ответственный этап технологического  процесса подготовки —  <Task>  преобразование информации в бортовых условиях  </Task>   </Contrib>  .  <Contrib>  Формулируются основные задачи бортового комплекса  </Contrib> :  прием  и распаковка пакетов обновления , серверная конверсия документов в совместимый формат , сборка композиций по файлам наземной  разметки , рассылка авторизованных обновлений на планшетные компьютеры экипажа  , воспроизведение информации на  планшетах  и  обеспечение индивидуальной поддержки космонавта  в соответствии с его ролью , протоколирование работы персонала .  <Contrib>  Приводятся схема и состав утилит специального ПО бортового комплекса  </Contrib> . Подробно  <Contrib>  описываются алгоритм  работы элементов схемы и  методология обновления ресурсов  </Contrib> , состоящие в конверсии полученного описания страницы в графическую форму , позиционировании файлов на бортовом файл-сервере в индексированных  папках , реконструкции документов при наличии в обновлении соответствующих файлов разметки , сборке документов в том виде , в каком они были сформированы на Земле  .  <Contrib>  Особое внимание  уделяется  процессу обновления персональной базы документов на планшете пользователя  </Contrib>  , который может выполняться автоматически или по согласованию с оператором ; при этом оператор инициирует обновление после получения извещения о готовности канала и нажимает на кнопку обновления функциональной панели персонального интерфейса . Подчеркивается , что  <Adv>  все остальные сервисные операции с доставляемыми пакетами обновления выполняются автоматически , без участия экипажа  </Adv>  ."
160," <Contrib>  Описан технологический процесс переработки информации при  подготовке электронной бортовой документации для многофункциональной информационной системы  <Task>  поддержки деятельности экипажей транспортных космических кораблей и орбитальных станций  </Task>   </Contrib>  . Подчеркивается  <Conc>  необходимость генерации электронных  документов на этапе бортового обновления контента из совместимого доставляемого архива  </Conc>  . Отмечается концептуальная особенность наземной подсистемы , заключающаяся в разделении элементов электронного документа на две категории : консервативную визуальную основу и интерактивный слой , состоящий из виртуальных органов управления разделами документа и внутренними приложениями  .  Формулируются преимущества раздельной обработки слоев документа  , состоящие в наземной разметке инструкции и доставке на борт только файла разметки , по которому на этапе обновления автоматически реконструируется разработанная на  Земле инструкция ; таким образом достигается  <Adv>   идентичность  наземной и бортовой  версий  </Adv> ,  <Adv>  существенно снижается  нагрузка  на канал передачи данных Земля—борт  </Adv> . В  статье также  <Contrib>  приводится структура средств наземного комплекса  </Contrib>  ,  <Contrib>  раскрывается последовательность выполняемых операций  </Contrib> ;  <Contrib>  дается детальное описание взаимодействия участвующих в процессе утилит и основных разделов общей методологии  </Contrib>  : архивирование ] разработок в классической библиотеке бортовой документации , генерация визуальной основы ,  редактирование управляющего слоя , формирование новых  документов из массива страниц классической библиотеки .  <Contrib>  Особое внимание  уделяется специальным инструментам  редактору-компоновщику разметок  и формирователю пакетов обновления  </Contrib>  . На основании  экспериментов делается заключение  о  <Conc>  готовности разработанного комплекса наземных средств  подготовки электронной бортовой документации к полноценному обеспечению формирования пакетов обновления для многофункциональной информационной системы поддержки деятельности экипажей космических кораблей и станций  </Conc>  ."
161,"В статье  <Contrib>  приводятся результаты  апробации комплекса виртуальных руководств космическими экспериментами на борту Российского сегмента Международной космической станции  </Contrib>  . На основе полученного опыта ставится задача  <Task>   перевода научной документации  на  планшетные компьютеры  экипажа  </Task>  .  <Contrib>  Дается описание нового бортового модуля интерфейса с  <Adv>  расширенными функциональными возможностями  </Adv>   </Contrib>  :  <Adv>  версионностью сценария с несколькими уровнями сложности и  переключением версий во время работы  </Adv>  ;  <Adv>  расширенным аппаратом настройки начальных условий для более наглядного и точного воспроизведения планируемой работы  </Adv>   ;  <Adv>  доступностью выбора последовательности действий и оперативного ввода начальных условий непосредственно на борту  </Adv>  . При этом варьируются сценарии работы и цепочки предписанных действий , состав иллюстративного материала и используемого оборудования , виртуальные модели окружающей среды и показания приборов , значения даты и времени  . Отмечается специфическая особенность информационной поддержки космических экспериментов , состоящая в необходимости параллельного сопровождения действий экипажа двумя сюжетными линиями — заранее подготовленной сценарной последовательностью , моделирующей виртуальную среду эксперимента , и произвольным доступом к классическому массиву бортовой документации ; при этом ключевые точки виртуального процесса должны быть однозначно увязаны с пунктами документации .  <Contrib>  Описаны также системные решения и методология интерактивного управления информационным пространством  </Contrib>  .  <Contrib>  Уделяется внимание  ситуационному поведению оператора , работе с виртуальными органами управления , протоколированию результатов и оценке деятельности экипажа  </Contrib>  .  Подчеркивается , что  <Conc>  работа  космонавта полностью авторизована на уровне персональных сценариев , которые передаются ему в соответствии с индивидуальной ролью в коллективных экспериментах  </Conc>  .  Прогнозируются дальнейшее расширение функциональных возможностей программно-аппаратного комплекса информационной поддержки космических экспериментов  и существенное повышение удобства , наглядности , оперативности действий операторов , получение высокой скорости доступа к материалам бортовой документации ."
162,"Работа посвящена  <Task>  проблеме оптимального размещения объектов в ограниченном пространстве  </Task>  . Данная задача относится к  классу  <Task>  задач раскроя  и  упаковки  </Task>  .  <Contrib>  Дается общая постановка  <Task>  задачи раскроя и упаковки  </Task>   </Contrib>  .  <Contrib>  Описаны подход к классификации задач и критерии  </Contrib>  , на основе которых  <Contrib>  строится типология  </Contrib>  и  <Contrib>  выделяются основные категории задач  </Contrib>  . Обзор научных исследований по данной проблеме показывает , что в  <Conc>  различных предметных областях возникают похожие задачи , каждая из которых имеет свои особенности , обусловленные спецификой конкретной предметной области  </Conc>  . <Contrib>  Рассматривается несколько  задач по оптимальному расположению грузов , сходных с задачей размещения грузов на борту транспортного грузового корабля  </Contrib>  .  <Contrib>  Делается сравнение по основным характеристикам рассмотренных задач с  <Task>  задачей размещения грузов  на борту транспортного грузового корабля  </Task>   </Contrib> . Кроме этого ,  <Contrib>  для каждой задачи  выявляется класс в рамках рассмотренной типологии  </Contrib>  , к которому ее можно отнести . В результате сравнительного анализа делается вывод о том , что  <Conc>  универсального метода решения задачи оптимального размещения не существует  </Conc>  ,  <Conc>  каждая конкретная практическая задача имеет свои особенности и ограничения , которые необходимо учитывать  </Conc>  .  <Contrib>  Ставится задача  разработки нового метода поиска оптимального расположения грузов , учитывающего специфические особенности предметной области , связанной с космическими кораблями  </Contrib>  ."
