id,text
2019-17-3-7,"Статья посвящена  <Contrib> методике автоматизированного тестирования системы автоматической оценки заданий по программированию NSUts </Contrib> . При разработке методики главным приоритетом было параллельное тестирование старой и новой версий приложения так, чтобы одни и те же или минимально модифицированные тесты проходили на двух версиях системы с различными архитектурами. Мы надеемся, что наш опыт будет полезен при  <Use> выстраивании процесса разработки других приложений с длительным жизненным циклом </Use> . Чтобы тестировать не только серверную, но и клиентскую часть веб-приложения, мы предлагаем использовать инструменты типа  <Tool> Selenium WebDriver </Tool>  для симуляции действий пользователей, посылая команды настоящим браузерам. В методике применяется известный  <Tool> шаблон проектирования Page Object </Tool>  и  <Contrib> рассматривается ряд приемов, позволяющих снизить хрупкость разрабатываемых тестов и упростить их адаптацию для работы с новой версией системы </Contrib> . В статье также описано применение данной методики для  <Use> организации тестирования системы NSUts </Use>  и проведен анализ ее эффективности. Анализ показал, что оценочное покрытие кода данными тестами достаточно высоко, и потому  <Adv> методику можно считать эффективной и применять на схожих веб-приложениях </Adv> ."
2019-17-3-8,"Статья посвящена  <Contrib> разработке методов  <Task> поиска информации в Интернете </Task>  </Contrib> . В настоящее время задача  <Task> быстрого автоматизированного извлечения данных из различных источников </Task>  является чрезвычайно актуальной. Цель данной работы –  <Goal> создание инструментария для решения этой задачи </Goal> . Идея подхода заключается в  <Contrib> разработке полуавтоматических методов составления лингвистических шаблонов для заданного фрагмента атомарной диаграммы </Contrib> . Процесс построения шаблонов по данному фрагменту атомарной диаграммы выполняется в 2 этапа: 1) порождение простых шаблонов; 2) с помощью полученных простых шаблонов создание более сложных или реже встречающихся шаблонов. С помощью полученных шаблонов можно  <Use> находить необходимую информацию, обрабатывая тексты естественного языка, представленные в Интернете </Use> ."
2019-17-3-9,"В статье приводится  <Contrib>  обзор проектов, технологий, программных продуктов, разрабатываемых для реализации идей объектно-ориентированного подхода к проектированию баз данных  </Contrib>  . В 1980-е гг. велось множество проектов, посвященных идее ООБД, многие специалисты ожидали, что в ближайшее время реляционные базы данных будут вытеснены объектно-ориентированными. Несмотря на впечатляющее количество проектов, проводимых как коллективами ученых, так и коммерческими компаниями, ориентированными на практическое внедрение, не появилось четкой формулировки объектно-ориентированной модели данных, каждый коллектив представлял свое видение применения принципов ООП к проектированию баз данных. Отсутствие универсальной модели данных с проработанным математическим аппаратом (как в случае реляционных баз данных) и сегодня является основной проблемой распространения ООСУБД. Однако применение реляционных СУБД порождает ряд проблем, которые наиболее остро ощущаются в таких областях, как системы автоматизированного проектирования, автоматизированное производство, системы, основанные на знаниях, и др. ООБД позволяют объединить программный код и данные, избежать различий между представлениями информации в базе и прикладной программе, вследствие чего интерес к ним проявляют современные разработчики.  <Conc>  Современный рынок программного инструментария представлен рядом ООСУБД, но ни одна из них не может конкурировать с крупнейшими поставщиками СУБД  </Conc> ."
2019-17-4-1,"Моделирование – неотъемлемая часть исследования процессов распространения сейсмических волн в различных средах. Широко используемый способ разбиения области на прямоугольные ячейки обладает недостатком: при сложном строении свободной поверхности (например, гора) возникают эффекты при отражении волны от этой поверхности, связанные с тем, что граница аппроксимируется ступенчатой функцией для численного решения задачи. В данной работе предложен иной подход к  <Task>  дискретизации области  </Task> :  <Method> построение криволинейной сетки </Method> , хорошо согласующейся с геометрией свободной поверхности.  <Contrib> Предложен алгоритм численного моделирования </Contrib>  на основе  <Method> численного решения линейной 2D-системы теории упругости </Method> , записанной в смещениях, с использованием  <Tool> криволинейной сетки </Tool>  и  <Method> пошагового метода Лагерра </Method> . Представлены результаты моделирования. Также были  <Contrib>  реализованы две параллельные версии алгоритма </Contrib> ,  <Contrib> проведены расчеты на различных многоядерных системах </Contrib>  (на  <Tool> классической многопроцессорной архитектуре </Tool> , а также  <Tool> архитектуре с использованием сопроцессоров Intel Xeon Phi – ""РСК ПетаСтрим"" </Tool> ).  <Contrib> Представлены сравнительные тесты ускорений на разных архитектурах </Contrib> , а также  <Contrib> описаны особенности распараллеливания алгоритма </Contrib> ."
2019-17-4-2," <Contrib> Рассматривается новый способ  <Task> извлечения понятий из текстов предметной области </Task>  </Contrib>  на основе комбинации  <Method> анализа формальных понятий </Method>  и  <Method> бутстрап-технологии информационного поиска </Method> .  <Task> Анализ формальных понятий </Task>  представляет собой мощный аппарат автоматического вывода понятий предметной области, однако он рассчитан на высокое качество входных данных, без пропусков и неточностей. Получение таких наборов данных напрямую из текстов затруднено в силу сильной разреженности текстовых корпусов. Соответственно, представляется перспективным  <Task> улучшение качества входных данных </Task>  за счет применения  <Method> бутстраппинга </Method>  – технологии, обеспечивающей интеллектуальный поиск фрагментированной информации в сети Интернет. Цель данной работы –  <Goal> показать, что при правильном выборе исходных шаблонов поиска бутстраппинг, основанный на использовании открытых ресурсов Интернета как ценных источников знаний, превращается в эффективный инструмент поддержки концептуального моделирования </Goal> ."
2019-17-4-3,"Впервые  <Contrib> формулируются прямая и обратная задачи электрического каротажа об  <Task> определении компонент тензора электрической анизотропии горных пород по комплексу измерений методами бокового каротажного зондирования и бокового каротажа в нефтегазовых скважинах </Task>  </Contrib> .  <Contrib> Рассматриваются особенности конечно элементной аппроксимации прямой задачи </Contrib> , использующей  <Method> базисные функции большого порядка </Method> .  <Contrib> Исследуется возможность восстановления горизонтальной и вертикальной составляющих удельного электрического сопротивления, а также угла наклона главных осей тензора электрической анизотропии </Contrib> ."
2019-17-4-4," <Contrib> Предложен подход к  <Task> разработке состава и структуры Интернет-ресурса </Task>  на основе  <Tool>  онтологии  </Tool>  предметной области  </Contrib> .   <Contrib> Описана предметная область, связанная с распространением клещей и переносимыми ими заболеваниями </Contrib>  ,   <Contrib> представлена ее семантическая структура  </Contrib> ,   <Contrib> выделены основные разделы информационного наполнения  </Contrib>  и  <Contrib> показаны способы навигации по ресурсу </Contrib> ."
2019-17-4-5,"Статья посвящена  <Contrib> разработке методов  <Task> извлечения речевых действий из текстов естественного языка </Task>  </Contrib> . В настоящее время одной из наиболее важных проблем является проблема  <Task> создания человеко-машинных интерфейсов </Task> . В данной работе рассматривается задача  <Task> построения подобных интерфейсов путем автоматизированного извлечения речевых действий из текстов естественного языка </Task> . Использование речевых действий позволяет задавать контекст диалога и уточнять смысл употребляемых понятий. По результатам исследования была  <Contrib> разработана программная система, которая способна определять типы речевых действий, представленных в текстах естественного языка </Contrib> . Одно из возможных применений результатов данного исследования заключается в использовании разработанной программной системы при  <Use> создании чат-ботов </Use> ."
2019-17-4-6,"Статья посвящена проблеме  <Task> проверки алгоритмов управления, созданных в рамках процесс-ориентированного подхода, на соответствие входным спецификациям </Task> .  <Contrib> Представлена общая схема верификации алгоритма управления </Contrib> , приведены ее реализация в автоматизированном варианте и результаты практической апробации в проекте по  <Use> автоматизации Большого солнечного вакуумного телескопа </Use> ."
2019-17-4-7,"Рассматривается вопрос  <Task> ускорения численного расчёта распространения волны цунами от очага до берега в рамках дифференциальной модели мелкой воды </Task>  с применением  <Method> аппаратного ускорения на базе FPGA </Method> .  <Contrib> Разработана программная архитектура для расчета системы мелкой воды без учёта внешних сил </Contrib> , являющейся эквивалентной используемой в пакете MOST для численного моделирования движения волны цунами по водной акватории. Численная реализация системы мелкой воды осуществлялась по  <Method> схеме Мак-Кормака </Method> . Точность вычислений разработанного решателя была проверена сравнением с точным решением, известным в случае плоского наклонного дна.  <Adv> Достигнутая точность не уступает, а местами и превосходит точность известного программного пакета MOST </Adv> ."
2019-17-4-8,"Статья посвящена  <Task> применению рассуждений на основе прецедентов (case-based reasoning, CBR) в области web-разработки </Task> . Учитывая собственный практический опыт в данной сфере, автор предлагает  <Goal> автоматизировать составление html/css-макета </Goal>  путём  <Method> агрегирования прецедентов кода из предыдущих опытов </Method> , что на методологическом уровне крайне близко к подходу CBR, а именно:  <Contrib> предлагается методика конструирования систем, генерирующих html-код из растрового изображения </Contrib>  и основанных на <Method>  подходе рассуждений на основе прецедентов </Method> . В частности, в статье  <Contrib> изложена оригинальная теория составления структуры изображения </Contrib>  и  <Contrib> описан алгоритм получения такой структуры </Contrib> . Кроме того, рассматривается  <Method> модификация подхода case-based reasoning </Method> , которая позволяет получить требуемый результат решения поставленной задачи. Также описываются результаты прохождения экспериментов разработанной системы в определённых условиях."
2019-17-4-9,"Современные портативные приборы для электромагнитного профилирования и малоглубинного зондирования позволяют изучать распределение удельного электрического сопротивления грунта. К типичным сферам применения подобных комплексов можно отнести: <Use>  исследование археологических объектов – курганы, древние поселения </Use> ;  <Use>  решение экологических задач – изучение отвалов и хвостохранилищ горнодобывающих предприятий, зон распространения вредных веществ </Use>  ;  <Use>  локализация инженерных объектов – труб и коммуникаций </Use>  ,  <Use>  исследование состояния дамб и плотин </Use>  . Перспективной сферой являются объекты агропромышленного комплекса –  <Use>  оценка плодородности почв (распределение минерализации) </Use>  ,  <Use>  контроль эффективности мелиорации </Use>  . Целью проводимых исследований является  <Goal> разработка и создание переносного программно-аппаратурного комплекса электромагнитного профилирования, позволяющего с высокой достоверностью и точностью обнаруживать и дифференцировать по удельному электрическому сопротивлению объекты различного рода </Goal> . На основании  <Method> оригинального принципа компенсации первичного поля генераторной катушки </Method>  была  <Contrib> разработана компактная многочастотная аппаратура для электромагнитного профилирования </Contrib> . В результате прототипирования  <Contrib> создана оптимальная конструкция корпуса, позволяющая реализовать данный принцип компенсации </Contrib> . Для эффективного использования аппаратурного комплекса было  <Contrib> создано программное обеспечение QZond </Contrib> , позволяющее управлять процессом сбора информации и в режиме реального времени визуализировать полученные данные. Проведенные полевые испытания на известных объектах электрометрического полигона ИНГГ СО РАН, при  <Use> поиске локальных и протяженных проводников </Use> , а также  <Use> археолого-геофизические исследования  </Use>  показывают  <Adv> эффективность реализации компактной аппаратуры электромагнитного профилирования </Adv> ."
2019-17-4-10,"Представлена реализация  <Method> подхода «модельно-ориентированного проектирования» </Method>  для решения задачи  <Task> создания автоматизированных систем управления технологическими процессами (АСУ ТП) горнодобывающих предприятий </Task> .   <Method> Подход «модельно-ориентированного проектирования»  </Method>  заключается в организации контура тестирования, в котором испытуемый объект функционирует в среде, идентичной реальному процессу по входным сигналам. Подход основан на  <Method> использовании математических моделей, имитирующих протекание технологического процесса под управлением АСУ ТП </Method> . Математические модели используются для формирования наборов тестовых данных.  <Contrib> Разработан имитационный программно-аппаратный комплекс </Contrib> . Основными частями комплекса являются: рабочая станция оператора SCADA, рабочая станция оператора модели, среда передачи данных, блок формирования физических сигналов, блок дублирования физических сигналов и программируемые логические контроллеры АСУ ТП. В качестве среды имитационного моделирования применена  <Tool> система MTSS </Tool> .  <Contrib> Предложен и реализован вариант развития способа Hardware-in-the-loop </Contrib> , обеспечивающего создание совместимых компонентов систем автоматизации. Приведено описание методики тестирования АСУ ТП. Данная методика успешно применена для  <Contrib> разработки, отладки и тестирования АСКУ ТО М (Автоматизированная система контроля и управления технологическим объектом во взрывозащищенном исполнении) </Contrib> ."
2019-17-4-11,Статья посвящена  <Contrib> разработке теоретической базы компьютерного моделирования данных диэлектрического каротажа </Contrib>  с целью  <Goal> обоснования нового импортозамещающего оборудования для каротажа нефтяных и газовых скважин </Goal> .  Разработаны алгоритмы и   <Contrib> реализованы быстрые программы компьютерного моделирования высокочастотных электромагнитных сигналов в рамках слоисто-однородных моделей сред  </Contrib> . По результатам   <Contrib> масштабного моделирования амплитудно-фазовых характеристик высокочастотного поля  </Contrib>   <Conc> установлена их зависимость от частотного спектра электрофизических параметров </Conc> . Проведенные исследования позволяют выполнить  <Use> научное обоснование и оптимальное проектирование новой электромагнитной зондирующей системы  </Use> .
2019-17-4-12," <Contrib> Представлен алгоритм для  <Task> численного моделирования динамики пучков в суперколлайдерах </Task>  </Contrib> . При взаимодействии высокоэнергетичных пучков возможна их деформация и разрушение, и  <Task> изучение устойчивости пучка  </Task> является актуальной задачей. <Contrib>  Рассматривается движение пучков в самосогласованных электромагнитных полях с учетом угла встречи в полностью трехмерном случае </Contrib> . Задача решается  <Method> методом частиц-в-ячейках </Method> .  <Adv> Распараллеливание по области и по частицам позволяет проводить численные эксперименты с 10^9 модельных частиц </Adv> . Приведены результаты моделирования и сравнение с существующим аналитическим решением."
2019-17-4-13,"Статья посвящена  <Contrib> описанию программной системы ИТОС (индивидуальных траекторий обучения студентов) </Contrib> , предназначенной для  <Use> автоматизации работы с основной образовательной программой (ООП) и соответствующим ей учебным планом </Use> . В системе  <Contrib> реализована возможность отслеживать логику следования учебных курсов </Contrib> , что позволяет на этапе составления ООП  <Use> выявлять необходимость перестановки или слияния дисциплин, а также достижимость всех заданных компетенций </Use> . Имеется возможность  <Use> устанавливать взаимосвязь между ООП и различными профессиональными стандартами </Use> . В системе  <Contrib> реализован алгоритм построения и оценки всевозможных индивидуальных траекторий обучения студента в рамках данной ООП </Contrib> , а также  <Contrib> модуль рекомендательной системы </Contrib> , помогающей пользователям (студентам) в  <Use> выборе индивидуальных траекторий обучения </Use> ."
2019-17-4-14, <Contrib> Рассматривается диффузионная модель для описания долговременной эволюции профиля глубин в прибрежной зоне </Contrib> . Для калибровки модели решалась обратная задача восстановления коэффициентов по дополнительным граничным условиям путем  <Method> минимизации функционала невязки </Method> . Многомерная оптимизация функционала проводилась  <Method> методом дифференциальной эволюции </Method> . Для вычисления профиля глубин применялся  <Method> метод конечных элементов </Method> . Тестирование проводилось на  <Example>  базе данных JARKUS  </Example>  при различных пространственных и временных интервалах.  <Adv> Достигнута относительная погрешность описания эволюции берегового профиля на уровне не более 5 % </Adv> .
2019-17-4-15, <Contrib> Рассмотрены вопросы выбора варианта реализации базы данных при разработке цифровых образовательных систем </Contrib> .  <Contrib> Проведен равнительный анализ реляционного и графового подходов к хранению базовых сущностей </Contrib> .  <Contrib> Продемонстрирован ряд преимуществ графовой модели в контексте удобства разработки и эффективности реализации запросов </Contrib> .
2018-16-3-1,"В теории информации известно, что методы сжатия данных могут быть использованы для прогнозирования стационарных процессов. В данной работе  <Contrib> предложен базирующийся на  <Tool> архиваторах </Tool>  алгоритм прогнозирования временных рядов </Contrib>  и проведено экспериментальное исследование его эффективности. В процессе работы описанного алгоритма могут быть использованы произвольные методы сжатия данных, причем прогнозные значения от разных методов комбинируются, и наибольшее влияние на конечный результат оказывает метод, способный сильнее других сжать временной ряд. Данный алгоритм может быть использован для  <Use> прогнозирования рядов с дискретными и непрерывными алфавитами </Use> . Для повышения точности прогноза возможно применение существующих методов предварительной обработки данных. Экспериментальное исследование эффективности предложенного алгоритма проводилось на временных рядах из M3 Competition и ряде T-индекса, при этом были использованы хорошо известные  <Tool> архиваторы </Tool> . Результаты вычислений показали, что полученный метод обладает сравнительно  <Adv>  высокой точностью  </Adv>  и  <Adv> быстродействием </Adv> ."
2018-16-3-2,"Статья посвящена решению проблемы  <Task> адаптации больших древовидных и линейных меню мобильных и интернет-услуг для различных типов пользователей на основании их интересов, социального статуса, а также иных параметров </Task> .  <Contrib> Разработана программная система, строящая оптимальное меню услуг для классов пользователей, разделенных по социально-экономическим и физическим параметрам </Contrib> , с использованием  <Method> модифицированного алгоритма построения оптимального графа USSD-меню </Method> . В работе используется  <Method> онтологический подход для формального представления понятий данной предметной области, извлечения, представления и обработки знаний </Method> . Для адаптации интерфейсов используются модели пользователей , представляющие описания их потребностей, целей, интересов. Формализация поведения пользователей осуществляется при помощи  онтологической модели мобильных и интернет-услуг. Каждого пользователя можно отнести к определенной модели на основании его физических и социальных параметров. Программа, реализующая адаптацию меню, состоит из двух модулей: модуль получения частот вызова услуг на основе запросов к онтологии и модуль оптимизации графа меню. Алгоритм оптимизации меню работает с  <Tool> языком описания графов DOT </Tool> ."
2018-16-3-3," <Contrib> Рассматриваются три подхода к  <Task> хранению информации о книгообеспеченности учебного процесса  </Task> при различных вариантах интеграции автоматизированной библиотечной информационной системы (АБИС) с информационной системой вуза: внутри АБИС в формате RUSMARC, в виде реляционной базы данных, с использованием  <Method> технологии OLAP </method>   </Contrib> .  <Contrib> Анализируются преимущества и недостатки каждого подхода </Contrib> ,  приводятся примеры организации хранения данных( <Example> поля RUSMARC </Example> ,  <Example> измерения и меры для кубов OLAP </Example> ) ."
2018-16-3-4,"Статья посвящена  <Contrib> разработке методов  <Task> извлечения из текстов естественного языка определений ключевых понятий предметной области </Task>  </Contrib>  на основе  <Method> теоретико-модельного подхода </Method> . Извлеченная из текстов информация путем  <Method> преобразования через фрагменты атомарных диаграмм алгебраических систем </Method>  представляется в виде утверждений в логике описаний (DL). Подобное представление  <Adv> позволяет получать тексты с большей выразительностью </Adv> по сравнению с алгоритмами, где источником информации являются данные, представленные в виде баз данных или в виде выражений на формализованных языках (например, SQL)."
2018-16-3-5," <Contrib> Исследуются возможности бесконтактных систем и интерфейсов, главные принципы работы с такими технологиями </Contrib> . Рассмотрена возможность применения подобных систем для  <Use> упрощения взаимодействия пользователей с ограничениями возможностями здоровья с компьютерным интерфейсом </Use> .  <Contrib> Приведены особенности и преимущества использования естественных интерфейсов и систем, основанных на жестовом управлении </Contrib>  Также детально  <Contrib> рассмотрены этапы формирования базового словаря жестов </Contrib>  для дальнейшего его применения в  <Use> бесконтактном интерфейсе </Use> . В качестве дополнительного аппаратного обеспечения для получения более точных результатов распознавания таких жестов рассмотрено  <Tool> устройство Microsoft Kinect </Tool> ."
2018-16-3-6,"В ходе научных исследований порождается большое количество данных в цифровом формате, и для после- дующего использования этих данных (обработки, анализа, публикации) их необходимо организованно собирать и хранить.  <Task> Построение информационной инфраструктуры для решения этих задач </Task>  – одна из наиболее актуальных проблем в области организации работы с экспериментальными данными. Авторами настоящей статьи  <Contrib> разрабатывается информационная система для автоматизации сбора, хранения и анализа данных </Contrib> , в качестве отправной точки для которой используются три задачи обработки данных из области физиологии. Рассмотрены и проанализированы возникающие в процессе разработки такой системы проблемы, а также существующие подходы и готовые решения этих и схожих задач . На основе результатов проведенного анализа  <Contrib> предложен ряд моделей и механизмов для решения возникших проблем </Contrib> . Разработанные решения включают в себя модели и механизмы сбора и хранения экспериментальных данных, модель для описания и формализации сценариев обработки данных и механизмы для обработки собранных данных в распределенной вычислительной системе. В результате  <Contrib> представлена архитектура вычислительной системы для сбора, хранения и обработки экспериментальных данных </Contrib> . Система предлагается в качестве инструмента для  <Use> решения широкого спектра задач, возникающих при проведении научных исследований и требующих сбора, хранения и многоэтапной обработки различных типов данных </Use> ."
2018-16-3-7," <Contrib> Описан новый метод  <Task> автоматического реферирования текстов </Task>  </Contrib> . На основе предложенного метода  <Contrib> создана система, позволяющая получать краткие аннотации научно-технических текстов и определять их темы </Contrib> . Процесс реферирования состоит из пяти основных шагов: предобработка, риторический анализ и преобразование текста, оценка весов, выбор предложений и сглаживание. Предлагаемый метод формирует аннотацию на основе наиболее значимых предложений исходного документа. Значимость предложений частично определяется в процессе риторического анализа, который выполняется с помощью дискурсивных маркеров и коннекторов. Также учитываются ключевые слова, многословные термины и некоторые специальные слова, которые часто встречаются в научно- технических текстах. Для извлечения ключевых слов и определения тем текста применялась  <Method> аддитивная регуляризация тематических моделей </Method> ."
2018-16-3-8,"Статья посвящена  <Contrib> разработке системы управления фертигацией </Contrib> , которая позволяет осуществлять автоматическую подачу удобрений с учетом показателей pH и EC, полученных от соответствующих датчиков. Для решения этой задачи  <Contrib> разработан модуль минерализации </Contrib> , состоящий из двух подмодулей: подмодуль измерения и регулирования pH и подмодуль измерения и регулирования EC. Данные передаются микроконтроллеру для дальнейших действий по управлению системой. В качестве системы принятия решений в работе использована  <Tool> интеллектуальная система на основе нечеткой логики </Tool> ."
2018-16-3-9," <Task> Исследование регуляции транскрипции генов на основе данных современных технологий высокопроизводительного секвенирования </Task>  является актуальной задачей биоинформатики, требующей развития новых компьютерных средств, в том числе на основе суперкомпьютерных вычислений.  <Contrib> Рассмотрены задачи обработки данных полногеномных профилей ChIP-seq связывания транскрипционных факторов в геномах, определения пиков профилей и поиска сайтов связывания в нуклеотидных последовательностях таких пиков </Contrib> .  <Contrib> Разработаны программы для анализа положения сайтов связывания в геноме относительно районов генов, расчета кластеров таких сайтов и визуализации их положения в геноме </Contrib> .  <Contrib> Рассчитаны кластеры сайтов связывания транскрипционных факторов в геноме человека </Contrib>  по базе данных Cistrome,  <Contrib> построены матрицы совместной встречаемости пар сайтов связывания различных транскрипционных факторов в геноме для различных типов тканей и культур клеток </Contrib> .  <Contrib> Проведен вычислительный эксперимент по компьютерной генерации случайных кластеров в геноме, а также оценке встре- чаемости кластеров большого размера для экспериментально полученных сайтов связывания транскрипционных факторов в геноме человека </Contrib> .  <Contrib> Найдены закономерности встречаемости сайтов факторов плюрипотентности в эмбриональных стволовых клетках </Contrib> . Разработанное программное обеспечение доступно по запросу к авторам"
2018-16-3-10,"Современные методы экспериментальных исследований позволяют реконструировать различного типа биологические сети, включая генные и метаболические сети, сети интерактомики, сети коэкспрессии генов, сети заболеваний и т. д. В данной статье  <Contrib> представлена разработанная нами система построения структурных моделей биологических сетей в виде набора случайных графов, структурные закономерности которых совпадают со структурными закономерностями исходной биологической сети </Contrib> . Такие структурные модели могут быть использованы для  <Use> проверки различных статистических гипотез на сетях </Use> , в  <Use> исследовании влияния структурных закономерностей в биологических сетях на их функцию </Use>  и других задачах. При генерации структурных моделей в случайных графах могут быть зафиксированы следующие характеристики: распределение степеней вершин, попарное распределение степеней вершин, средняя степень соседних вершин, коэффициент кластеризации, спектр кластеризации, частота структурных мотивов различных размеров и др. Разработанная система построена по архитектуре клиент-сервер и состоит из плагина Cytoscape и удаленного вычислительного сервиса. Взаимодействие между клиентом и сервером реализовано посредством  <Tool> фреймворка gRPC </Tool>  с применением  <Tool> протокола сериализации структурированных данных Protocol Buffers </Tool> . Система позволяет асинхронно конструировать структурные модели заданных биологических сетей в виде случайных графов посредством программ  <Tool> Random Network Generator </Tool>  и  <Tool> GTrie Scanner </Tool> . Результат построения может быть загружен для визуализации и анализа средствами пакета Сytoscape. С использованием разработанной системы  <Contrib> проведен вычислительный эксперимент по реконструкции структурных моделей ряда биологических сетей </Contrib> , для которых удалось построить алгоритм предсказания времени расчетов структурных моделей."
2018-16-3-11,"Современные постгеномные методы изучения экспрессии генов с помощью транскриптомного профилирования имеют большое значение для фундаментальных биомедицинских исследований в онкологии, поиска новых маркеров развития опухолей на культурах клеток глиом. Такие эксперименты требуют  <Task> разработки новых компьютерных инструментов анализа объемных данных секвенирования </Task> . Цель представленного исследования –  <Goal> компьютерный поиск генов и их изоформ </Goal> , нарушение экспрессии которых связано с развитием глиобластом, с помощью современных высокопроизводительных технологий секвенирования транскриптом и международных биомедицинских банков данных.  <Task> Поиск генов – кандидатов для терапевтического воздействия в опухолях, в том числе отдельных изоформ генов </Task> , актуален в  <Use> здравоохранении </Use>  и  <Use> современной высокотехнологичной медицине </Use> . В данной работе представлены задачи биоинформатики, связанные с  <Contrib> разработкой компьютерных конвейеров обработки транскриптомных данных </Contrib> ,  <Contrib> определения дифференциально экспрессирующихся генов </Contrib> ,  <Contrib> анализа альтернативного сплайсинга </Contrib> ,  <Contrib> описания категорий генных онтологий для найденных групп генов </Contrib> . Рассмотрены задачи  <Contrib> автоматического поиска и описания функций генов в связи с раковыми заболеваниями </Contrib> ,  <Contrib> визуализации результатов и разработки биомедицинских баз данных </Contrib> .  <Contrib> Представлен прототип базы данных дифференциального альтернативного сплайсинга генов – «Дифференциальный альтернативный сплайсинг генов человека при вторичной глиобластоме (ДАСГГ)» </Contrib> , с возможностью работы через веб-сайт, поиска уровней экспрессии отдельных изоформ в глиальной опухоли"
2018-16-3-12," <Task> Разработка и применение компьютерных средств анализа транскриптомных данных в модельных организмах животных  </Task>  представляет актуальную задачу биоинформатики. Задача  <Task> исследования экспрессии генов современными методами высокопроизводительного секвенирования в отделах мозга лабораторных животных </Task>  является исключительно важной для изучения генетических основ поведения в целом.  <Task> Изучение генетических детерминант агрессивного поведения </Task>  не только сохраняет актуальность для исследования молекулярных механизмов регуляции поведения, но и имеет широкую практическую составляющую при работе с животными, для  <Use> решения задач агробиологии </Use> . Наследственная предрасположенность животных к агрессивному поведению приводит к появлению различий в строении головного мозга, и сравнение таких различий позволит найти как общие, так и специфичные механизмы регуляции поведения, способствующие проявлению агрессии в провоцирующих условиях среды.  <Contrib> Представлены компьютерные программы анализа сплайсинга и прототип базы данных экспрессии генов в отделах мозга лабораторных животных </Contrib>  – серых крыс, селектированных по проявлению агрессивного поведения.  <Contrib> Выполнена функциональная аннотация генов с повышенной и пониженной экспрессией в экспериментах на крыса </Contrib> , <Contrib>  рассмотрены варианты изоформ и альтернативного сплайсинга этих генов </Contrib> ."
2018-16-2-1,"Фонд оценочных средств является составной частью нормативно-методического обеспечения системы оценки качества освоения студентом учебного материала.  <Method> Онтологический подход к моделированию фонда оценочных средств </Method>  позволяет формировать актуальные оценочные документы, которые учитывают не только всевозможные пожелания экзаменатора, но и степень усвоения различных компетенций и степень овладения различными профессиональными функциями. В статье  <Contrib> приведено описание онтологии, семантической и нечеткой моделей фонда оценочных средств </Contrib> .   <Contrib> Описан алгоритм порождения шаблона оценочного документа </Contrib> , состоящий из трех этапов: сужение, ограничение и определение. На каждом этапе генерируется соответствующая нечеткая модель, в рамках которой проверяется непротиворечивость заданного шаблона и выполнимость данного шаблона на имеющейся базе оценочных средств. Для формирования комплекта оценочных документов используется  <Method> алгоритм CLOPE </Method> , позволяющий кластеризовать категорийные данные."
2018-16-2-2," <Contrib> Предложен алгоритм автоматизации  <Task> построения трехмерных геоэлектрических моделей </Task>  для метода зондирования становлением поля в ближней зоне </Contrib>  на основе результатов одномерной инверсии с целью  <Goal> расчета синтетических сигналов для трехмерных моделей </Goal> , а также  <Goal> ускорения получения качественной оценки полевых материалов </Goal>  и  <Goal> сведения к минимуму ошибок интерпретации </Goal> . Важной частью алгоритма является автоматическое формирование трехмерных расчетных сетей, необходимых для расчета синтетических сигналов в моделях. Результаты работы алгоритма представляют собой  <Contrib> подготовленные трехмерные модели изучаемой среды с рассчитанным синтетическим электромагнитным сигналом </Contrib> . Алгоритм апробирован на данных электромагнитного мониторинга последствий землетрясения, произошедшего в 2003 г. в Республике Алтай."
2019-16-2-3,"Рассмотрена проблема  <Task> выявления генетического сходства при анализе баз данных (БД) геномов организмов </Task> . Такая проблема возникает с развитием методов метагеномики, сравнительной геномики, технологий высокопроизводительного секвенирования ДНК, а также инструментов оценки и прогнозирования состояния экосистем.  <Contrib> Для быстрого сравнения геномов с целью выявления повторяющихся наборов нуклеотидов разработана специализированная компьютерная система </Contrib> . Из-за большого объема данных, возникающих при обработке исходной информации, осуществлен переход к  <Tool> нереляционным БД </Tool> , как к более гибким и масштабируемым. В качестве основы подхода использованы  <Tool> распределенная нереляционная БД MongoDB </Tool>  и  <Method> алгоритм обработки данных Winnowing </Method> . При использовании  <Tool> нереляционной БД </Tool>  для выявления генетического сходства  <Contrib> предложен вариант представления отпечатков структурных вариаций геномов в виде «ключ – значение» </Contrib> .  <Contrib> Выполнена программная реализация разработанной модели </Contrib> . Проведены вычислительные эксперименты: 1)  <Contrib> загрузка данных в БД </Contrib>  с использованием одной и трех  <Tool> шард (серверов, где хранятся данные и осуществляются поиск и обработка информации)  </Tool> ; 2)  <Contrib> поиск совпадений выбранных наборов нуклеотидов с БД геномов </Contrib>  с использованием одной и трех   <Tool> шард </Tool> ; 3) <Contrib>  расчет скорости поиска геномов в БД </Contrib> ; 4)  <Contrib> расчет скорости загрузки геномов в БД </Contrib> . Результатом экспериментов стало подтверждение возможности использования предложенного способа поиска генетического сходства. Продолжение работы может быть в направлениях: 1) решения задачи об определении момента, когда необходимо добавлять узел к кластеру при возрастании рассматриваемого количества выбранных наборов нуклеотидов и увеличении числа геномов в БД организмов; 2) практического наполнения создаваемой БД как можно большим количеством реальных геномов организмов; 3) исследования геномных нарушений с целью оценки вероятности генетических отклонений на этапе распознавания потенциально возможного неблагоприятного развития организма."
